card_no,year,month,sales,transactions,items
10298.0,2011,8,-2.6645352591003757e-15,2,24
10298.0,2011,9,2.9999999999999805,4,47
10298.0,2011,10,11.540000000000019,4,67
10298.0,2011,11,8.290000000000035,4,59
10298.0,2011,12,-8.304468224196171e-14,4,62
10298.0,2012,1,0.7499999999999765,6,108
10298.0,2012,2,10.629999999999999,5,74
10298.0,2012,3,12.50000000000001,4,77
10298.0,2012,4,2.989999999999978,2,40
10298.0,2012,5,0.8899999999999548,6,94
10298.0,2012,6,3.0599999999999383,4,73
10298.0,2012,7,3.0999999999999854,3,42
10298.0,2012,8,0.41000000000000014,3,48
10298.0,2012,9,0.07000000000000028,1,26
10298.0,2012,10,33.589999999999975,2,54
10298.0,2012,12,-7.105427357601002e-15,2,15
10298.0,2013,1,-2.1316282072803006e-14,1,24
10298.0,2013,2,1.7763568394002505e-15,2,27
10298.0,2013,3,2.329999999999945,4,78
10298.0,2013,5,4.440892098500626e-14,4,56
10298.0,2013,6,-1.1102230246251565e-15,2,17
10298.0,2013,8,-2.842170943040401e-14,3,54
10298.0,2013,9,3.8499999999999757,3,53
10298.0,2013,10,-1.7763568394002505e-14,2,29
10298.0,2013,11,9.54999999999998,5,69
10298.0,2014,1,7.549516567451064e-15,1,23
10298.0,2014,2,140.45999999999998,3,22
10298.0,2014,3,76.82,2,23
10298.0,2014,4,1.03,1,2
10298.0,2014,6,178.79000000000005,3,29
10298.0,2014,9,104.37999999999997,1,11
10298.0,2014,10,68.7,2,12
10298.0,2014,11,28.490000000000002,4,7
10298.0,2014,12,82.10999999999999,1,19
10298.0,2015,1,98.96999999999997,3,25
10298.0,2015,3,124.58000000000001,2,32
10298.0,2015,5,60.7,2,5
10298.0,2015,6,38.56,1,12
10298.0,2015,7,128.16999999999996,6,27
10298.0,2015,8,23.46,3,7
10298.0,2015,11,68.37,2,25
10298.0,2016,6,3.98,1,2
10298.0,2016,7,8.98,1,3
10298.0,2016,12,56.96,1,4
10404.0,2010,1,115.38,3,20
10404.0,2010,2,37.5,1,6
10404.0,2010,3,167.1700000000001,2,32
10404.0,2010,4,55.629999999999995,3,8
10404.0,2010,5,80.07999999999997,2,17
10404.0,2010,6,84.95,2,21
10404.0,2010,7,87.74,2,26
10404.0,2010,8,3.552713678800501e-15,2,11
10404.0,2010,9,1.7763568394002505e-15,3,50
10404.0,2010,10,2.7499999999999947,2,19
10404.0,2010,11,4.440892098500626e-16,2,21
10404.0,2010,12,1.0000000000000098,3,29
10404.0,2011,2,-1.7763568394002505e-15,1,6
10404.0,2011,3,1.0000000000000044,2,23
10404.0,2011,4,5.000000000000002,1,9
10404.0,2011,5,-2.6645352591003757e-15,3,26
10404.0,2011,6,33.17999999999997,3,37
10404.0,2011,7,1.7763568394002505e-15,1,10
10404.0,2011,8,-2.4868995751603507e-14,2,24
10404.0,2011,9,2.6645352591003757e-15,2,25
10404.0,2011,10,-7.105427357601002e-15,1,15
10404.0,2011,11,0.8900000000000041,1,23
10404.0,2011,12,1.9539925233402755e-14,3,48
10404.0,2012,1,0.0,1,10
10404.0,2012,2,3.790000000000008,1,19
10404.0,2012,5,1.2434497875801753e-14,1,25
10404.0,2012,8,8.881784197001252e-16,1,14
10404.0,2012,10,-7.105427357601002e-15,1,15
10404.0,2012,12,8.881784197001252e-16,1,10
10404.0,2013,4,7.993605777301127e-15,1,33
10404.0,2013,7,11.939999999999994,3,29
10404.0,2013,10,1.0658141036401503e-14,1,10
10404.0,2014,11,58.26,2,7
10404.0,2014,12,22.85,1,6
10404.0,2015,2,12.35,1,3
10404.0,2015,4,17.13,1,8
10404.0,2015,8,41.73000000000001,1,9
10404.0,2015,12,52.13,1,9
10432.0,2010,1,289.0300000000001,6,60
10432.0,2010,2,179.24000000000004,3,64
10432.0,2010,3,206.9300000000001,6,60
10432.0,2010,4,235.20000000000005,5,62
10432.0,2010,5,390.26000000000016,8,93
10432.0,2010,6,197.53,3,50
10432.0,2010,7,179.26999999999998,5,53
10432.0,2010,8,79.13000000000002,6,81
10432.0,2010,9,5.61000000000024,7,98
10432.0,2010,10,8.299999999999997,4,81
10432.0,2010,11,2.600000000000435,8,152
10432.0,2010,12,4.280000000000013,2,27
10432.0,2011,1,1.5500000000000407,2,43
10432.0,2011,3,7.779999999999972,2,54
10432.0,2011,4,3.459999999999889,3,77
10432.0,2011,5,1.6999999999999593,3,72
10432.0,2011,6,0.9000000000000057,2,40
10432.0,2011,7,-8.43769498715119e-15,2,42
10432.0,2011,8,4.6299999999999075,6,73
10432.0,2011,9,1091.8200000000002,8,105
10432.0,2011,10,-5.773159728050814e-15,3,52
10432.0,2011,11,10.800000000000054,8,140
10432.0,2011,12,-2.6645352591003757e-15,3,41
10432.0,2012,1,1.9999999999999387,2,37
10432.0,2012,2,0.1700000000000168,1,34
10432.0,2012,3,2.899999999999956,4,62
10432.0,2012,4,0.10999999999995413,5,66
10432.0,2012,5,3.907985046680551e-14,3,45
10432.0,2012,6,4.819999999999865,5,101
10432.0,2012,7,0.9999999999999662,3,46
10432.0,2012,8,0.5099999999999643,3,50
10432.0,2012,9,1.9900000000000144,3,41
10432.0,2012,10,0.12999999999999723,5,64
10432.0,2012,11,2.9900000000001166,4,61
10432.0,2012,12,0.16000000000008896,3,67
10432.0,2013,1,3.019806626980426e-14,2,33
10432.0,2013,4,-2.6645352591003757e-14,1,24
10432.0,2013,6,-1.7763568394002505e-15,1,18
10432.0,2013,7,3.019806626980426e-14,2,28
10432.0,2013,8,1.7763568394002505e-15,1,7
10432.0,2013,9,1.2434497875801753e-14,1,15
10432.0,2014,4,99.00999999999998,1,9
10432.0,2014,5,23.630000000000003,1,7
10432.0,2014,6,39.5,2,10
10432.0,2014,7,61.93000000000001,1,16
10432.0,2014,9,109.11999999999999,2,27
10432.0,2014,11,110.41999999999996,2,27
10432.0,2014,12,189.05000000000007,1,22
10432.0,2015,3,59.9,1,9
10432.0,2015,5,52.010000000000005,2,10
10432.0,2015,8,42.11000000000001,3,10
10432.0,2015,9,8.0,1,1
10432.0,2015,11,107.98999999999998,1,12
10432.0,2016,1,147.64999999999995,2,27
10432.0,2016,2,133.79,1,8
10432.0,2016,4,147.87000000000003,4,20
10432.0,2016,5,139.23999999999998,4,15
10432.0,2016,7,102.0,1,5
10432.0,2016,9,34.86,2,6
10503.0,2010,2,81.51000000000002,2,27
10503.0,2010,10,1.5000000000000062,1,18
10503.0,2011,5,1.7763568394002505e-15,4,25
10503.0,2011,9,-1.3322676295501878e-14,2,23
10503.0,2011,10,-4.440892098500626e-15,1,15
10503.0,2012,1,1.1546319456101628e-14,1,12
10503.0,2012,4,5.329070518200751e-15,1,19
10503.0,2012,7,-6.217248937900877e-15,1,18
10503.0,2012,9,-1.0658141036401503e-14,2,33
10503.0,2012,10,-6.217248937900877e-15,1,11
10503.0,2012,11,0.0,1,9
10503.0,2012,12,-3.608224830031759e-16,1,7
10503.0,2013,1,0.0,1,5
10503.0,2013,4,-8.881784197001252e-16,1,16
10503.0,2013,5,1.7763568394002505e-15,1,13
10503.0,2013,10,-4.440892098500626e-15,1,27
10503.0,2013,12,0.40000000000001457,1,26
10503.0,2014,1,-8.881784197001252e-16,1,15
10503.0,2014,5,22.03,1,4
10503.0,2014,6,5.18,1,1
10503.0,2014,7,16.939999999999998,1,6
10503.0,2014,9,69.82999999999998,1,20
10503.0,2015,1,3.79,1,1
10503.0,2015,3,20.11,1,8
10503.0,2015,9,50.550000000000026,1,19
10503.0,2015,11,134.76000000000002,1,29
10503.0,2016,1,23.979999999999997,1,2
10503.0,2016,2,54.03,1,15
10503.0,2016,12,87.64999999999999,1,27
10503.0,2017,1,14.69,1,1
10613.0,2010,1,68.33,2,14
10613.0,2010,2,123.53999999999999,3,36
10613.0,2010,3,183.61000000000013,3,46
10613.0,2010,4,129.84999999999994,5,49
10613.0,2010,5,191.52999999999992,7,58
10613.0,2010,6,75.51000000000002,3,22
10613.0,2010,7,172.87000000000006,4,36
10613.0,2010,8,12.270000000000005,4,40
10613.0,2010,9,6.661338147750939e-15,2,24
10613.0,2010,10,4.440892098500626e-15,6,53
10613.0,2010,11,3.9899999999999975,3,34
10613.0,2010,12,3.809999999999988,6,74
10613.0,2011,1,3.197442310920451e-14,3,44
10613.0,2011,2,5.130000000000035,3,61
10613.0,2011,3,-9.681144774731365e-14,5,69
10613.0,2011,4,-4.4853010194856324e-14,4,78
10613.0,2011,5,3.1086244689504383e-15,2,18
10613.0,2011,6,2.4899999999999514,5,62
10613.0,2011,7,3.2862601528904634e-14,5,67
10613.0,2011,8,0.39000000000000223,5,50
10613.0,2011,9,-5.100000000000035,4,38
10613.0,2011,10,2.886579864025407e-14,3,39
10613.0,2011,11,-2.6645352591003757e-15,3,37
10613.0,2011,12,3.5083047578154947e-14,4,35
10613.0,2012,1,0.0,4,31
10613.0,2012,2,-7.549516567451064e-15,5,53
10613.0,2012,3,7.029999999999934,5,68
10613.0,2012,4,1.509903313490213e-14,2,33
10613.0,2012,5,-1.10000000000004,2,38
10613.0,2012,6,1.3499999999998815,5,97
10613.0,2012,7,3.2499999999999756,4,55
10613.0,2012,8,1.2434497875801753e-14,4,44
10613.0,2012,9,-3.019806626980426e-14,5,45
10613.0,2012,10,2.6645352591003757e-14,4,33
10613.0,2012,11,2.3799999999999795,4,43
10613.0,2012,12,5.989999999999993,5,61
10613.0,2013,1,-1.3322676295501878e-15,2,25
10613.0,2013,2,2.0599999999999197,5,62
10613.0,2013,3,4.489999999999993,2,31
10613.0,2013,4,1.8899999999999295,6,92
10613.0,2013,5,5.329070518200751e-15,6,57
10613.0,2013,6,-4.085620730620576e-14,5,73
10613.0,2013,7,0.610000000000051,4,48
10613.0,2013,8,0.9999999999999929,4,38
10613.0,2013,9,-7.771561172376096e-14,7,81
10613.0,2013,10,-3.552713678800501e-15,2,23
10613.0,2013,11,-1.7763568394002505e-15,3,35
10613.0,2014,1,111.23999999999998,4,31
10613.0,2014,2,164.68,6,47
10613.0,2014,3,172.12000000000006,5,37
10613.0,2014,4,307.96000000000004,8,70
10613.0,2014,5,177.63000000000005,6,44
10613.0,2014,6,255.32000000000002,8,59
10613.0,2014,7,99.42999999999998,4,25
10613.0,2014,8,103.44999999999999,5,31
10613.0,2014,9,178.85000000000005,8,40
10613.0,2014,10,231.04,12,62
10613.0,2014,11,199.83,8,62
10613.0,2014,12,196.77,7,48
10613.0,2015,1,90.91,4,22
10613.0,2015,2,138.92999999999998,4,33
10613.0,2015,3,138.89,5,38
10613.0,2015,4,166.04000000000002,8,38
10613.0,2015,5,171.75000000000003,5,39
10613.0,2015,6,162.67,4,34
10613.0,2015,7,127.73999999999998,5,35
10613.0,2015,8,129.73999999999998,5,35
10613.0,2015,9,195.0500000000001,6,53
10613.0,2015,10,54.42000000000001,3,17
10613.0,2015,11,29.33,2,11
10613.0,2015,12,33.17,2,10
10613.0,2016,3,6.74,1,4
10636.0,2010,3,173.32000000000002,2,30
10636.0,2010,4,497.75000000000006,4,72
10636.0,2010,5,463.9700000000003,9,131
10636.0,2010,6,226.16000000000008,3,78
10636.0,2010,7,240.45000000000013,4,74
10636.0,2010,8,53.29000000000012,7,137
10636.0,2010,9,9.800000000000146,5,131
10636.0,2010,10,8.881784197001252e-16,1,8
10636.0,2010,11,9.57999999999987,3,99
10636.0,2010,12,0.3399999999998995,3,76
10636.0,2011,1,0.07999999999988239,5,92
10636.0,2011,2,7.330000000000018,3,41
10636.0,2011,3,4.700000000000303,7,161
10636.0,2011,4,1.179999999999982,3,92
10636.0,2011,5,5.9900000000001725,3,96
10636.0,2011,6,1.3600000000000136,2,45
10636.0,2011,7,3.5900000000000283,4,153
10636.0,2011,8,0.7400000000002702,5,129
10636.0,2011,9,3.489999999999866,5,122
10636.0,2011,10,3.1899999999997117,6,212
10636.0,2011,11,2.9999999999998597,3,104
10636.0,2011,12,1.8900000000000716,7,127
10636.0,2012,1,1004.7200000000005,5,166
10636.0,2012,2,0.07999999999995122,4,87
10636.0,2012,3,4.476419235288631e-13,6,180
10636.0,2012,4,0.8900000000001826,5,163
10636.0,2012,5,1.9999999999999911,5,172
10636.0,2012,6,13.13999999999897,9,225
10636.0,2012,7,0.6900000000002908,5,141
10636.0,2012,8,14.070000000000734,5,163
10636.0,2012,9,3.9699999999998914,5,137
10636.0,2012,10,2.130000000000096,6,162
10636.0,2012,11,1.4832579608992091e-13,4,131
10636.0,2012,12,5.830000000000194,4,110
10636.0,2013,1,3.2900000000001697,4,144
10636.0,2013,2,1.9700000000003515,4,144
10636.0,2013,3,2.560000000000236,6,152
10636.0,2013,4,1.2000000000006588,5,196
10636.0,2013,5,2.670000000000112,4,112
10636.0,2013,6,0.580000000000167,5,114
10636.0,2013,7,0.3500000000002377,8,190
10636.0,2013,8,7.290000000000143,6,148
10636.0,2013,9,3.830000000000206,6,140
10636.0,2013,10,7.510000000000124,8,157
10636.0,2013,11,0.9100000000000126,6,128
10636.0,2013,12,1.650000000000568,5,147
10636.0,2014,1,415.45000000000016,5,147
10636.0,2014,2,573.8500000000004,6,153
10636.0,2014,3,518.1200000000003,7,139
10636.0,2014,4,427.0800000000001,4,111
10636.0,2014,5,565.6800000000002,4,146
10636.0,2014,6,393.24,3,97
10636.0,2014,7,688.4200000000002,6,153
10636.0,2014,8,495.4700000000001,6,106
10636.0,2014,9,506.8600000000003,5,119
10636.0,2014,10,377.6,3,89
10636.0,2014,11,455.4400000000001,4,110
10636.0,2014,12,597.4100000000001,4,159
10636.0,2015,1,556.23,4,140
10636.0,2015,2,568.9600000000003,4,143
10636.0,2015,3,459.5900000000001,5,110
10636.0,2015,4,639.72,5,154
10636.0,2015,5,483.2100000000002,3,110
10636.0,2015,6,655.6299999999999,4,147
10636.0,2015,7,421.7700000000003,3,92
10636.0,2015,8,506.45,4,114
10636.0,2015,9,627.9999999999998,6,139
10636.0,2015,10,578.75,7,134
10636.0,2015,11,343.40000000000003,3,76
10636.0,2015,12,833.2099999999998,7,163
10636.0,2016,1,571.3000000000003,4,113
10636.0,2016,2,261.6,2,51
10636.0,2016,5,173.99000000000007,1,35
10636.0,2016,6,367.96000000000015,3,69
10636.0,2016,7,591.2900000000001,5,115
10636.0,2016,8,656.4800000000001,5,144
10636.0,2016,9,400.56,5,95
10636.0,2016,10,606.3300000000002,4,127
10636.0,2016,11,482.91000000000014,4,124
10636.0,2016,12,496.0000000000003,3,104
10636.0,2017,1,688.0900000000001,5,181
10652.0,2010,2,184.83000000000007,4,36
10652.0,2010,3,195.48000000000008,4,60
10652.0,2010,4,76.78,2,25
10652.0,2010,5,84.20999999999998,2,20
10652.0,2010,6,48.199999999999996,1,17
10652.0,2010,7,10.05,1,3
10652.0,2010,9,0.15000000000000213,2,45
10652.0,2011,1,1.4210854715202004e-14,1,23
10652.0,2011,5,0.0699999999999994,1,10
10652.0,2012,12,4.640000000000024,1,32
10652.0,2013,2,-1.7763568394002505e-15,1,10
10652.0,2013,4,1.0658141036401503e-14,1,24
10652.0,2013,12,-8.881784197001252e-15,1,20
10652.0,2014,6,29.57,2,10
10652.0,2014,8,41.48,1,9
10652.0,2015,5,52.18,1,12
10783.0,2012,8,3.6999999999999744,3,42
10783.0,2012,9,15.949999999999903,5,123
10783.0,2012,10,3.7499999999998583,8,165
10783.0,2012,11,1.8399999999994936,8,154
10783.0,2012,12,3.9700000000002005,5,137
10783.0,2013,1,31.32999999999995,6,137
10783.0,2013,2,2.600000000000108,4,111
10783.0,2013,3,1.1299999999999821,4,94
10783.0,2013,4,0.869999999999969,2,50
10783.0,2013,5,2.2099999999998863,3,69
10783.0,2013,6,4.179999999999917,3,79
10783.0,2013,7,-7.549516567451064e-15,1,20
10783.0,2013,8,3.8399999999999697,2,65
10783.0,2013,9,0.8200000000000083,1,25
10783.0,2013,10,0.5400000000000027,2,37
10783.0,2013,11,2.7299999999998565,3,66
10783.0,2013,12,-1.509903313490213e-14,1,35
10783.0,2014,2,81.89999999999999,1,16
10783.0,2014,3,311.7500000000001,3,68
10783.0,2014,4,243.67000000000007,3,57
10783.0,2014,5,360.62999999999994,7,88
10783.0,2014,6,520.1800000000001,5,110
10783.0,2014,7,373.4300000000001,4,87
10783.0,2014,8,583.0200000000001,5,128
10783.0,2014,9,530.75,5,119
10783.0,2014,10,561.1399999999999,6,139
10783.0,2014,11,591.7199999999999,4,127
10783.0,2014,12,307.35999999999996,3,73
10783.0,2015,1,324.91,4,73
10783.0,2015,2,424.50000000000006,5,122
10783.0,2015,3,285.2200000000001,4,77
10783.0,2015,4,242.35000000000002,3,58
10783.0,2015,5,562.8499999999999,8,125
10783.0,2015,6,259.0100000000001,4,64
10783.0,2015,7,552.46,6,136
10783.0,2015,8,345.28000000000003,5,88
10783.0,2015,9,399.1100000000001,5,93
10783.0,2015,10,418.2900000000002,3,89
10783.0,2015,11,478.4600000000003,4,98
10783.0,2015,12,282.6400000000001,3,55
10783.0,2016,1,549.4999999999999,5,129
10783.0,2016,2,482.1800000000003,6,111
10783.0,2016,3,149.35000000000002,2,37
10783.0,2016,4,219.74000000000004,4,59
10783.0,2016,5,278.8400000000001,4,67
10783.0,2016,6,336.9400000000001,4,83
10783.0,2016,7,212.82000000000002,3,55
